subscriptionReferenceNumber,productLanguage,productStatus,subscriptionType,groupName,quantity,seats,packSize,subscriptionStatus,lastPurchaseDate,startDate,endDate,description,productLine,productLineCode,solutionDivision,release,deployment,licensingModel,subscriptionLevel,switchType,switchYear,opportunityNumber,licenseType,activationType,programType,contract.number,contract.startDate,contract.endDate,contract.term,contract.billingBehavior,contract.subType,contract.renewalCounter,ews.adoptionHealth.currentMonth,ews.adoptionHealth.bimonthly1,ews.adoptionHealth.bimonthly2,ews.adoptionHealth.bimonthly3,ews.adoptionHealth.bimonthly4,ews.adoptionHealth.bimonthly5,ews.adoptionHealth.bimonthly6,ews.adoptionHealth.bimonthly7,ews.adoptionHealth.bimonthly8,ews.adoptionHealth.bimonthly9,ews.adoptionHealth.bimonthly10,ews.onboardingHealth.health,ews.onboardingHealth.score,ews.onboardingHealth.accessDriver,ews.onboardingHealth.discoveryDriver,ews.onboardingHealth.productUtilizationScoreDriver,ews.onboardingHealth.supportDriver,ews.retentionHealth.score,ews.retentionHealth.riskBand,ews.retentionHealth.customerProfileScoreDriver,ews.retentionHealth.productUtilizationDriver,ews.retentionHealth.productProfileScoreDriver,ews.retentionHealth.subscriptionEngagementScoreDriver,accounts.soldTo.csn,accounts.soldTo.name,accounts.reseller.csn,accounts.reseller.name,accounts.reseller.localLanguageName,accounts.reseller.type,accounts.reseller.address1,accounts.reseller.address2,accounts.reseller.address3,accounts.reseller.city,accounts.reseller.stateProvince,accounts.reseller.postalCode,accounts.reseller.country,accounts.nurtureReseller.csn,accounts.nurtureReseller.name,accounts.nurtureReseller.lockdate,accounts.nurtureReseller.nurtureDiscountEligibility,endCustomer.account.endCustomerCsn,endCustomer.account.name,endCustomer.account.type,endCustomer.account.address1,endCustomer.account.address2,endCustomer.account.address3,endCustomer.account.city,endCustomer.account.stateProvince,endCustomer.account.postalCode,endCustomer.account.country,endCustomer.account.individualFlag,endCustomer.account.namedAccountFlag,endCustomer.account.namedAccountGroup,endCustomer.account.parentIndustryGroup,endCustomer.account.parentIndustrySegment,endCustomer.contractManager.first,endCustomer.contractManager.last,endCustomer.contractManager.email,endCustomer.contractManager.address1,endCustomer.contractManager.address2,endCustomer.contractManager.address3,endCustomer.contractManager.city,endCustomer.contractManager.stateProvince,endCustomer.contractManager.postalCode,endCustomer.contractManager.country,endCustomer.contractManager.phone,endCustomer.contractManager.fax,endCustomer.contractManager.status,endCustomer.contractManager.portalRegistration,endCustomer.contractManager.doNotCall,endCustomer.contractManager.doNotEmail,endCustomer.contractManager.doNotMail,endCustomer.softwareCoordinator.first,endCustomer.softwareCoordinator.last,endCustomer.softwareCoordinator.email,endCustomer.softwareCoordinator.address1,endCustomer.softwareCoordinator.address2,endCustomer.softwareCoordinator.address3,endCustomer.softwareCoordinator.city,endCustomer.softwareCoordinator.stateProvince,endCustomer.softwareCoordinator.postalCode,endCustomer.softwareCoordinator.country,endCustomer.softwareCoordinator.phone,endCustomer.softwareCoordinator.fax,endCustomer.softwareCoordinator.status,endCustomer.softwareCoordinator.doNotCall,endCustomer.softwareCoordinator.doNotEmail,endCustomer.softwareCoordinator.doNotMail
566-66380907,WW,Registered,Renewable Subscription,,1,1,0,Expired,30/05/2020,23/07/2019,16/10/2019,Product Design & Manufacturing Collection IC Non-Language Specific,Product Design & Manufacturing Collection,PDCOLL,,IC,S,TERM,GOLDA,M2S,FY20,,Crossgrade,Serial Number,M2S,1.10003E+11,23/07/2019,22/07/2021,Annual,Renewable,Silver/Gold,1,Stable high,Stable high,Stable high,Stable high,Highly engaged,Highly engaged,Highly engaged,Stable high,Stable high,Stable high,No segment,,0.89085771,,,,,0.89085771,Low,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5113944864,Estapack S.A.P.I. de C.V.,End Customer,Av Prol Colon Sur 6013,,,Tlaquepaque,JAL,45601,Mexico,false,true,Territory,MFG,Other Manufacturing,Jesus israel,Ballesteros alonso,jesus.ballesteros@induspac.com.mx,Av Prol Colon Sur 6013,Parque Ind Aerojuarez,,Tlaquepaque,JAL,45601,Mexico,3.33283E+13,,Active,Registered,true,false,true,Jesus israel,Ballesteros alonso,jesus.ballesteros@induspac.com.mx,Av Prol Colon Sur 6013,Parque Ind Aerojuarez,,Tlaquepaque,JAL,45601,Mexico,3.33283E+13,,Active,true,false,true
566-66380907,WW,Registered,Renewable Subscription,,1,1,0,Active,30/05/2020,17/10/2019,22/07/2021,Product Design & Manufacturing Collection IC Non-Language Specific,Product Design & Manufacturing Collection,PDCOLL,,IC,S,TERM,GOLDA,M2S,FY20,,Crossgrade,Sign On,M2S,1.10003E+11,23/07/2019,22/07/2021,Annual,Renewable,Silver/Gold,1,Stable high,Stable high,Stable high,Stable high,Highly engaged,Highly engaged,Highly engaged,Stable high,Stable high,Stable high,No segment,,0.89085771,,,,,0.89085771,Low,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5113944864,Estapack S.A.P.I. de C.V.,End Customer,Av Prol Colon Sur 6013,,,Tlaquepaque,JAL,45601,Mexico,false,true,Territory,MFG,Other Manufacturing,Jesus israel,Ballesteros alonso,jesus.ballesteros@induspac.com.mx,Av Prol Colon Sur 6013,Parque Ind Aerojuarez,,Tlaquepaque,JAL,45601,Mexico,3.33283E+13,,Active,Registered,true,false,true,Jesus israel,Ballesteros alonso,jesus.ballesteros@induspac.com.mx,Av Prol Colon Sur 6013,Parque Ind Aerojuarez,,Tlaquepaque,JAL,45601,Mexico,3.33283E+13,,Active,true,false,true
566-56728813,WW,Registered,Renewable Subscription,,5,5,0,Active,27/05/2020,31/05/2019,30/05/2021,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,A-13894845,New,Sign On,,1.10003E+11,31/05/2019,30/05/2021,Annual,Renewable,Silver/Gold,1,Dormant,Dormant,Dormant,Dormant,Dormant,Growing,Growing,Growing,Dormant,Dormant,Dormant,,0.58069697,,,,,0.58069697,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,01/03/2021,false,5142951794,Secretaria de Administración del Gobierno del Estado de Jalisco,End Customer,Pedro Moreno 281,,,Guadalajara,JAL,44100,Mexico,false,true,Territory,Multi EDU Lead,Education,Octavio,Gonzalez Loza,octavio.gonzalezloza@jalisco.gob.mx,Pedro Moreno 281,,,Guadalajara,JAL,44100,Mexico,,,Active,Active,false,false,true,Octavio,Gonzalez Loza,octavio.gonzalezloza@jalisco.gob.mx,Pedro Moreno 281,,,Guadalajara,JAL,44100,Mexico,,,Active,false,false,true
566-58183021,WW,Registered,Renewable Subscription,,1,1,0,Active,22/07/2020,17/06/2019,16/06/2021,Product Design & Manufacturing Collection IC Non-Language Specific,Product Design & Manufacturing Collection,PDCOLL,,IC,S,TERM,GOLDA,M2S,FY20,A-14018684,Crossgrade,Sign On,M2S,1.10003E+11,17/06/2019,16/06/2021,Annual,Renewable,Silver/Gold,1,Disengaging alarming,Disengaging alarming,Slowing,Highly engaged,Highly engaged,Highly engaged,Highly engaged,Growing,Growing,Stable mid,Dormant,,0.884778334,,,,,0.884778334,Low,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,18/03/2021,false,5090287035,Iindustrias Quimicas Falcon,End Customer,Km 45 Carr Federal,Cuernavaca Cuautla,Civac Jiutepec Morelos,Cuernavaca,MOR,62578,Mexico,false,false,Territory,Multi MFG Lead,Process Manufacturing,Carlos,Mejia,manpower_195@drreddys.com,Km 45 Carr Federal,Cuernavaca Cuautla,Civac Jiutepec Morelos,Cuernavaca,MOR,62578,Mexico,5.27773E+11,,Active,Registered,true,false,true,Carlos,Mejia,manpower_195@drreddys.com,Km 45 Carr Federal,Cuernavaca Cuautla,Civac Jiutepec Morelos,Cuernavaca,MOR,62578,Mexico,5.27773E+11,,Active,true,false,true
563-13866970,WW,Registered,Renewable Subscription,,1,1,0,Expired,,17/08/2017,16/08/2019,Revit 2020 Non-Language Specific,Revit,RVT,,2020,N,TERM,GOLDA,,,,Upgrade,Serial Number,,1.10002E+11,17/08/2017,16/08/2019,Annual,Renewable,Silver/Gold,1,No use,No use,No use,No use,No use,No use,No use,No use,No use,No segment,No segment,,0.753271716,,,,,0.753271716,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,18/05/2019,false,5122178480,Tierra y Armonía Creaciones Inmobiliarias,End Customer,Av Americas 1297,,,Guadalajara,JAL,44630,Mexico,false,true,Territory,AEC,Buildings,Alejandro,Montiel,amontiel@tya.com.mx,Av Americas 1297,,,Guadalajara,JAL,44630,Mexico,1033669134,,Active,Registered,false,false,false,Alejandro,Montiel,amontiel@tya.com.mx,Av Americas 1297,,,Guadalajara,JAL,44630,Mexico,1033669134,,Active,false,false,false
563-28358473,WW,Registered,Renewable Subscription,,2,2,0,Expired,30/09/2020,26/09/2017,16/05/2019,Revit 2020 Non-Language Specific,Revit,RVT,,2020,S,TERM,GOLDA,,,,Upgrade,Serial Number,,1.10002E+11,26/09/2017,25/09/2023,3-Year,Renewable,Silver/Gold,1,Growing,Growing,Stable high,Disengaging alarming,Growing,Growing,Stable mid,Stable mid,Stable mid,Stable mid,Growing,,0,,,,,0,,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5133212470,Inmobiliaria Cumulues S.A. de C.V.,End Customer,Av Guadalajara 2565 B,Hogares de Nuevo Mexico,,Zapopan,JAL,45138,Mexico,false,false,Territory,,,Luis,Velazquez,lvelazquez@apymsa.com.mx,Av Juan Gil Preciado 4051,Hogares de Nuevo Mexico,,Zapopan,JAL,45138,Mexico,5.23332E+11,,Active,Registered,false,false,true,Luis,Velazquez,lvelazquez@apymsa.com.mx,Av Juan Gil Preciado 4051,Hogares de Nuevo Mexico,,Zapopan,JAL,45138,Mexico,5.23332E+11,,Active,false,false,true
563-28358473,WW,Registered,Renewable Subscription,,2,2,0,Active,30/09/2020,17/05/2019,25/09/2023,Revit 2020 Non-Language Specific,Revit,RVT,,2020,S,TERM,GOLDA,,,,Upgrade,Sign On,,1.10002E+11,26/09/2017,25/09/2023,3-Year,Renewable,Silver/Gold,1,Growing,Growing,Stable high,Disengaging alarming,Growing,Growing,Stable mid,Stable mid,Stable mid,Stable mid,Growing,,0,,,,,0,,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5133212470,Inmobiliaria Cumulues S.A. de C.V.,End Customer,Av Guadalajara 2565 B,Hogares de Nuevo Mexico,,Zapopan,JAL,45138,Mexico,false,false,Territory,,,Luis,Velazquez,lvelazquez@apymsa.com.mx,Av Juan Gil Preciado 4051,Hogares de Nuevo Mexico,,Zapopan,JAL,45138,Mexico,5.23332E+11,,Active,Registered,false,false,true,Luis,Velazquez,lvelazquez@apymsa.com.mx,Av Juan Gil Preciado 4051,Hogares de Nuevo Mexico,,Zapopan,JAL,45138,Mexico,5.23332E+11,,Active,false,false,true
562-86333125,WW,Registered,Renewable Subscription,,1,1,0,Expired,,08/06/2017,07/06/2019,Civil 3D 2020 Non-Language Specific,Civil 3D,CIV3D,,2020,S,TERM,GOLDA,,,,Upgrade,Serial Number,,1.10002E+11,08/06/2017,07/06/2019,Annual,Renewable,Silver/Gold,1,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0.817455269,,,,,0.817455269,Low,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,09/03/2019,false,5126719695,Infraestructura Energética Nova S.A.B. de C.V.,End Customer,Paseo de la Reforma 342,Col Juarez,Cuauhtemoc,Ciudad de México,DF,6600,Mexico,false,true,Territory,Multi AEC Lead,Utilities & Telecom,Guillermo,Corona,gcorona@ienova.com.mx,Paseo de la Reforma 342,Col Juarez,Cuauhtemoc,Ciudad de México,DF,6600,Mexico,5.25591E+11,,Active,Registered,false,false,true,Israel,Sanchez,isanchez@ienova.com.mx,Paseo de la Reforma 342,Col Juarez,Cuauhtemoc,Ciudad de México,DF,6600,Mexico,5.25524E+11,,Active,false,false,true
570-81931776,NS,Registered,Renewable Subscription,,1,1,0,Active,30/11/2020,01/12/2020,30/11/2021,BIM Collaborate Pro CLOUD Commercial Product Subscription New Single-user Annual Non Specific Window,BIM Collaborate Pro,COLLRP,,CLOUD,S,TERM,GOLDA,,,,New,Sign On,,1.10003E+11,01/12/2020,30/11/2021,Annual,Renewable,Silver/Gold,,,,,,,,,,,,,,0.384604575,,,,,0.384604575,High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5150909239,Baja Design Engineering S.C.,End Customer,Profesor Rode M de Landeros Ext,,,UNKNOWN,BC,21259,Mexico,false,true,Territory,,,Baja,Design,bimscibde@gmail.com,Profesor Rode M de Landeros Ext,,,UNKNOWN,BC,21259,Mexico,,,Active,Active,false,false,true,Baja,Design,bimscibde@gmail.com,Profesor Rode M de Landeros Ext,,,UNKNOWN,BC,21259,Mexico,,,Active,false,false,true
712-10058051,WW,Registered,Renewable Subscription,,1,1,0,Expired,23/06/2020,23/06/2020,22/08/2020,AutoCAD LT 2021 Commercial Product Subscription New Single-user Annual Non-Language Specific Windows,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,A-14059969,New,Serial Number,,7.121E+11,23/06/2020,22/06/2021,Annual,Renewable,Silver/Gold,0,,,,,,,,,,,,,0.191436549,,,,,0.191436549,Very High,,,,,70007748,Ingram Micro Mexico S.A. de C.V. (OPEN),70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5150399265,GEO PLANT SA DE CV,End Customer,862 Estoril,,,Guadalajara,JAL,44230,Mexico,false,true,Territory,,,Manuel,De leon lopez,geoplant8@gmail.com,Estoril 862,,,Guadalajara,JAL,44230,Mexico,,,Active,Incomplete Registration,false,false,true,Manuel,De leon lopez,geoplant8@gmail.com,Estoril 862,,,Guadalajara,JAL,44230,Mexico,,,Active,false,false,true
712-10058051,WW,Registered,Renewable Subscription,,1,1,0,Active,23/06/2020,23/08/2020,22/06/2021,AutoCAD LT 2021 Commercial Product Subscription New Single-user Annual Non-Language Specific Windows,AutoCAD LT,ACDLT,,2021,S,TERM,GOLDA,,,A-14059969,New,Sign On,,7.121E+11,23/06/2020,22/06/2021,Annual,Renewable,Silver/Gold,0,,,,,,,,,,,,,0.191436549,,,,,0.191436549,Very High,,,,,70007748,Ingram Micro Mexico S.A. de C.V. (OPEN),70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,24/03/2021,false,5150399265,GEO PLANT SA DE CV,End Customer,862 Estoril,,,Guadalajara,JAL,44230,Mexico,false,true,Territory,,,Manuel,De leon lopez,geoplant8@gmail.com,Estoril 862,,,Guadalajara,JAL,44230,Mexico,,,Active,Incomplete Registration,false,false,true,Manuel,De leon lopez,geoplant8@gmail.com,Estoril 862,,,Guadalajara,JAL,44230,Mexico,,,Active,false,false,true
561-86186068,WW,Registered,Renewable Subscription,,1,1,0,Expired,,11/04/2019,20/09/2019,AutoCAD Mechanical 2020 Non-Language Specific,AutoCAD Mechanical,AMECH_PP,,2020,S,TERM,GOLDA,,,,Upgrade,Sign On,,1.10001E+11,21/09/2016,20/09/2019,3-Year,Renewable,Silver/Gold,0,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0.603520334,,,,,0.603520334,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,22/06/2019,false,5114255189,Turboaleaciones S. A de C.V.,End Customer,Blvd Adolfo Lopez Mateos E 653,Col Centro,,La Piedad,MICH,59350,Mexico,false,false,Territory,MFG,Other Manufacturing,Turboaleaciones,Sa de  cv,sistemas@turboaleaciones.com,Blvd Adolfo Lopez Mateos E 653,Col Centro,,La Piedad,MICH,59350,Mexico,5.23525E+11,,Active,Registered,false,false,true,Turboaleaciones,Sa de  cv,sistemas@turboaleaciones.com,Blvd Adolfo Lopez Mateos E 653,Col Centro,,La Piedad,MICH,59350,Mexico,5.23525E+11,,Active,false,false,true
561-86186068,WW,Registered,Renewable Subscription,,1,1,0,Expired,,07/05/2017,10/04/2019,AutoCAD Mechanical 2020 Non-Language Specific,AutoCAD Mechanical,AMECH_PP,,2020,S,TERM,GOLDA,,,,Upgrade,Serial Number,,1.10001E+11,21/09/2016,20/09/2019,3-Year,Renewable,Silver/Gold,0,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0.603520334,,,,,0.603520334,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5114255189,Turboaleaciones S. A de C.V.,End Customer,Blvd Adolfo Lopez Mateos E 653,Col Centro,,La Piedad,MICH,59350,Mexico,false,false,Territory,MFG,Other Manufacturing,Turboaleaciones,Sa de  cv,sistemas@turboaleaciones.com,Blvd Adolfo Lopez Mateos E 653,Col Centro,,La Piedad,MICH,59350,Mexico,5.23525E+11,,Active,Registered,false,false,true,Turboaleaciones,Sa de  cv,sistemas@turboaleaciones.com,Blvd Adolfo Lopez Mateos E 653,Col Centro,,La Piedad,MICH,59350,Mexico,5.23525E+11,,Active,false,false,true
777-11575919,WW,Registered,Renewable Subscription,,6,6,0,Expired,30/04/2018,30/04/2018,29/04/2019,AutoCAD - including specialized toolsets AD Non-Language Specific,AutoCAD - including specialized toolsets,ACDIST,,AD,S,TERM,GOLDA,,,,New,Serial Number,,1.10002E+11,30/04/2018,29/04/2020,Annual,Renewable,Silver/Gold,0,Stable high,Stable mid,Stable high,Disengaging alarming,Stable mid,Stable mid,Stable high,Stable high,Dormant,No segment,No segment,,0.297393116,,,,,0.297393116,Very High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,29/01/2019,false,5114007668,Rsama Arquitectos S.C.,End Customer,REFORMA No. 403 INT. 701 Y 704,CUAUHTEMOC,, Ciudad de México,DF,6500,Mexico,false,true,Territory,Unknown,Unknown,Sistemas,Sama,sistemas@samaarquitectos.com,REFORMA No. 403 INT. 701 Y 704,CUAUHTEMOC,, Ciudad de México,DF,6500,Mexico,5.25552E+11,,Active,Registered,false,false,true,Sistemas,Sama,sistemas@samaarquitectos.com,REFORMA No. 403 INT. 701 Y 704,CUAUHTEMOC,, Ciudad de México,DF,6500,Mexico,5.25552E+11,,Active,false,false,true
564-30256973,WW,Registered,Renewable Subscription,,1,1,0,Expired,30/07/2020,31/07/2018,27/09/2019,AutoCAD LT 2020 Non-Language Specific,AutoCAD LT,ACDLT,,2020,S,TERM,GOLDA,M2S,FY18,,Upgrade,Serial Number,,1.10002E+11,31/07/2018,30/07/2021,Annual,Renewable,Silver/Gold,2,,,,,,,,,,,,,0.967039687,,,,,0.967039687,Very Low,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5113586273,Gig Desarrolladores Inmobiliarios,End Customer,Periferico 335,Col Res Pza Guadalupe,,Guadalajara,JAL,95030,Mexico,false,true,Territory,AEC,Buildings,Israel,Lara,israel.lara@gig.mx,Periferico 335,Col Res Pza Guadalupe,,Guadalajara,JAL,95030,Mexico,5.23314E+11,,Active,Incomplete Registration,false,false,true,Israel,Lara,israel.lara@gig.mx,Periferico 335,Col Res Pza Guadalupe,,Guadalajara,JAL,95030,Mexico,5.23314E+11,,Active,false,false,true
564-30256973,WW,Registered,Renewable Subscription,,1,1,0,Active,30/07/2020,28/09/2019,30/07/2021,AutoCAD LT 2020 Non-Language Specific,AutoCAD LT,ACDLT,,2020,S,TERM,GOLDA,M2S,FY18,,Upgrade,Sign On,,1.10002E+11,31/07/2018,30/07/2021,Annual,Renewable,Silver/Gold,2,,,,,,,,,,,,,0.967039687,,,,,0.967039687,Very Low,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5113586273,Gig Desarrolladores Inmobiliarios,End Customer,Periferico 335,Col Res Pza Guadalupe,,Guadalajara,JAL,95030,Mexico,false,true,Territory,AEC,Buildings,Israel,Lara,israel.lara@gig.mx,Periferico 335,Col Res Pza Guadalupe,,Guadalajara,JAL,95030,Mexico,5.23314E+11,,Active,Incomplete Registration,false,false,true,Israel,Lara,israel.lara@gig.mx,Periferico 335,Col Res Pza Guadalupe,,Guadalajara,JAL,95030,Mexico,5.23314E+11,,Active,false,false,true
559-04831432,WW,Registered,Renewable Subscription,,1,1,0,Active,03/07/2020,12/09/2019,14/07/2021,AutoCAD LT 2020 Non-Language Specific,AutoCAD LT,ACDLT,,2020,S,TERM,GOLDA,,,,Upgrade,Sign On,,1.10001E+11,15/07/2015,14/07/2021,Annual,Renewable,Silver/Gold,5,Stable mid,Slowing,Slowing,Stable mid,Stable high,Stable high,Stable mid,Stable mid,Stable mid,Stable high,Stable high,,0.699735223,,,,,0.699735223,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5114255127,Eben Binah 18 S.A. de C.V.,End Customer,Av Contreras 516,Lidice,,La Magdalena Contreras,DF,10200,Mexico,false,true,Territory,AEC,Buildings,Gabriela,Olivares,gabriela@ebn18.mx,Av Contreras 516,Lidice,,La Magdalena Contreras,DF,10200,Mexico,5.25556E+11,,Active,Registered,true,false,true,Gabriela,Olivares,gabriela@ebn18.mx,Av Contreras 516,Lidice,,La Magdalena Contreras,DF,10200,Mexico,5.25556E+11,,Active,true,false,true
560-28751605,WW,Registered,Renewable Subscription,,6,6,0,Active,07/01/2021,10/10/2019,23/12/2021,AutoCAD LT 2020 Non-Language Specific,AutoCAD LT,ACDLT,,2020,S,TERM,GOLDA,,,,Upgrade,Sign On,,1.10001E+11,24/12/2015,23/12/2021,Annual,Renewable,Silver/Gold,5,Dormant,Stable high,Stable high,Dormant,Dormant,Dormant,Dormant,Dormant,Dormant,No use,Dormant,,0.643026798,,,,,0.643026798,Medium,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,,,,false,5125186959,FGR Proyectos Integrales,End Customer,Col de San Jose 3,Col de Santa Cruz,,Querétaro,QRO,76116,Mexico,false,true,Territory,,,Ernesto,Ferrer,ernesto.ferrer@fgringenieros.com,Col de San Jose 3,Col de Santa Cruz,,Querétaro,QRO,76116,Mexico,5.24423E+11,,Active,Registered,false,false,true,Ernesto,Ferrer,ernesto.ferrer@fgringenieros.com,Col de San Jose 3,Col de Santa Cruz,,Querétaro,QRO,76116,Mexico,5.24423E+11,,Active,false,false,true
564-29574411,WW,Registered,Renewable Subscription,,1,1,0,Expired,,27/04/2018,26/04/2019,AutoCAD LT 2020 Non-Language Specific,AutoCAD LT,ACDLT,,2020,S,TERM,GOLDA,,,,Upgrade,Serial Number,,1.10002E+11,27/04/2018,26/04/2019,Annual,Renewable,Silver/Gold,0,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,NO LONGER SCORED,No segment,No segment,No segment,No segment,No segment,No segment,No segment,,0.293829929,,,,,0.293829929,Very High,,,,,5105829637,Compusoluciones y Asociados S.A. de C.V.,70028227,COMPUCAD S.A. de C.V.,COMPUCAD S.A. de C.V.,Reseller,Aurelio L Gallardo 437,Col Ladron de Guevara,,Guadalajara,JAL,44680,Mexico,70028227,COMPUCAD S.A. de C.V.,26/01/2019,false,5114217758,Contecon Manzanillo S.A. de C.V.,End Customer,Blvd Miguel de la Madrid Hurtado,Col Zona Ind de Tapeixtles,Torre Puerto Officinas 31 y 32,Manzanillo,COL,28239,Mexico,false,true,Territory,AEC,Civil Infrastructure,Ernesto Antolin,Gamez Villaneva,egamez@contecon.mx,Blvd Miguel de la Madrid Hurtado,Col Zona Ind de Tapeixtles,Torre Puerto Officinas 31 y 32,Manzanillo,COL,28239,Mexico,3315570,,Active,Registered,false,false,true,Ernesto Antolin,Gamez Villaneva,egamez@contecon.mx,Blvd Miguel de la Madrid Hurtado,Col Zona Ind de Tapeixtles,Torre Puerto Officinas 31 y 32,Manzanillo,COL,28239,Mexico,3315570,,Active,false,false,true
